1	525
2	525
3	524
4	481
5	481
6	484
7	496
8	496
9	496
10	496
11	495
12	504
13	509
14	499
15	499
16	499
17	499
18	497
19	509
20	495
21	504
22	504
23	504
24	520
25	518
26	512
27	517
28	516
29	516
30	516
31	512
32	509
33	510
34	510
35	506
36	506
37	506
38	501
39	493
40	498
41	499
42	526
43	526
44	526
45	546
46	545
47	534
48	544
49	548
50	548
51	548
52	549
53	563
54	554
55	554
56	538
57	538
58	538
59	549
60	543
61	534
62	547
63	538
64	538
65	538
66	553
67	553
68	566
69	564
70	558
71	558
72	558
73	561
74	559
75	563
76	565
77	560
78	560
79	560
80	560
81	542
82	525
83	525
84	525
85	525
86	525
87	531
88	533
89	536
90	549
91	540
92	540
93	540
94	529
95	530
96	537
97	541
98	532
99	532
100	532
101	543
102	542
103	538
104	532
105	529
106	529
107	529
108	535
109	536
110	546
111	549
112	543
113	543
114	543
115	542
116	547
117	543
118	533
119	526
120	526
121	526
122	527
123	517
124	520
125	530
126	529
127	529
128	529
129	529
130	531
131	533
132	527
133	518
134	518
135	518
136	520
137	526
138	529
139	540
140	533
141	533
142	533
143	524
144	525
145	525
146	530
147	537
148	537
149	537
150	537
151	535
152	555
153	563
154	566
155	566
156	566
157	566
158	564
159	555
160	557
161	550
162	550
163	550
164	544
165	547
166	544
167	553
168	553
169	553
170	553
171	550
172	538
173	539
174	538
175	543
176	543
177	543
178	540
179	539
180	529
181	532
182	525
183	525
184	525
185	525
186	515
187	518
188	529
189	521
190	521
191	521
192	528
193	531
194	525
195	522
196	522
197	522
198	522
199	524
200	518
201	518
202	528
203	529
204	529
205	529
206	530
207	527
208	521
209	526
210	531
211	531
212	531
213	538
214	537
215	538
216	536
217	534
218	534
219	534
220	529
221	519
222	524
223	524
224	534
225	534
226	534
227	534
228	518
229	518
230	515
231	519
232	519
233	519
234	519
235	523
236	516
237	515
238	507
239	507
240	507
241	508
242	501
243	499
244	508
245	519
246	519
247	519
248	521
249	518
250	516
251	516
252	514
253	514
254	514
255	517
256	518
257	513
258	517
259	524
260	524
261	524
262	541
263	541
264	539
265	547
266	537
267	537
268	537
269	532
270	537
271	535
272	546
273	554
274	554
275	554
276	543
277	547
278	541
279	548
280	564
281	564
282	564
283	576
284	575
285	580
286	572
287	567
288	567
289	567
290	567
291	574
292	569
293	558
294	559
295	559
296	559
297	560
298	567
299	575
300	575
301	574
302	574
303	574
304	572
305	554
306	545
307	557
308	555
309	555
310	555
311	555
312	552
313	561
314	568
315	564
316	564
317	564
318	564
319	570
320	571
321	593
322	594
323	594
324	594
325	594
326	598
327	590
328	596
329	601
330	601
331	601
332	605
333	606
334	600
335	608
336	624
337	624
338	624
339	628
340	629
341	645
342	645
343	656
344	656
345	656
346	675
347	639
348	614
349	614
350	630
351	630
352	630
353	631
354	629
355	608
356	616
357	624
358	624
359	624
360	624
361	624
362	643
363	653
364	653
365	653
366	653
367	648
368	664
369	671
370	660
371	647
372	647
373	647
374	647
375	662
376	651
377	658
378	659
379	659
380	659
381	672
382	660
383	648
384	650
385	663
386	663
387	663
388	651
389	655
390	686
391	694
392	707
393	707
394	707
395	704
396	722
397	712
398	716
399	715
400	715
401	715
402	711
403	706
404	673
405	690
406	693
407	693
408	693
409	671
410	668
411	676
412	667
413	686
414	686
415	686
416	691
417	688
418	690
419	693
420	690
421	690
422	690
423	698
424	700
425	708
426	707
427	743
428	743
429	743
430	741
431	726
432	722
433	716
434	715
435	715
436	715
437	729
438	732
439	746
440	746
441	752
442	752
443	752
444	752
445	746
446	765
447	764
448	778
449	778
450	778
451	794
452	788
453	796
454	842
455	865
456	865
457	865
458	854
459	867
460	858
461	888
462	905
463	905
464	905
465	935
466	958
467	958
468	958
469	958
470	958
471	958
472	947
473	1037
474	1078
475	1079
476	915
477	915
478	915
479	960
480	935
481	960
482	956
483	959
484	959
485	959
486	959
487	1063
488	1104
489	1046
490	1077
491	1077
492	1077
493	1048
494	1050
495	1078
496	1081
497	1127
498	1127
499	1127
500	1012
501	1030
502	1071
503	1027
504	979
505	979
506	979
507	959
508	1032
509	1025
510	1018
511	1028
512	1028
513	1028
514	1028
515	1027
516	1048
517	963
518	971
519	971
520	971
521	969
522	933
523	910
524	922
525	921
526	921
527	921
528	890
529	853
530	803
531	839
532	848
533	848
534	848
535	848
536	835
537	848
538	870
539	836
540	836
541	836
542	836
543	860
544	874
545	879
546	906
547	906
548	906
549	906
550	931
551	949
552	936
553	948
554	948
555	948
556	896
557	904
558	940
559	939
560	948
561	948
562	948
563	943
564	905
565	856
566	856
567	892
568	892
569	892
570	853
571	868
572	862
573	890
574	891
575	891
576	891
577	892
578	886
579	920
580	942
581	947
582	947
583	947
584	947
585	932
586	942
587	945
588	933
589	933
590	933
591	897
592	915
593	923
594	930
595	914
596	914
597	914
598	914
599	930
600	943
601	960
602	956
603	956
604	956
605	967
606	940
607	944
608	971
609	983
610	983
611	983
612	1002
613	1014
614	990
615	1000
616	943
617	943
618	943
619	903
620	879
621	851
622	876
623	823
624	823
625	823
626	843
627	840
628	827
629	850
630	874
631	874
632	874
633	859
634	865
635	898
636	899
637	890
638	890
639	890
640	891
641	872
642	834
643	847
644	847
645	847
646	847
647	873
648	863
